#{"t_start": 1640326699.8127866, "env_id": null}
r,l,t
-2.84604,22,3.225271
-0.430984,24,3.256513
-0.590678,24,3.287755
0.509896,26,3.303376
-1.901612,26,3.334619
-2.821873,25,3.365862
-2.695976,19,3.397105
-2.003504,26,3.428347
-0.127755,21,3.443969
-0.649785,29,3.475212
0.56593,22,3.506454
-1.340176,23,3.537696
-1.349438,22,3.553317
-0.718917,22,3.58456
-0.524597,24,3.615803
-1.441116,21,3.631424
1.457114,19,3.662667
-2.731136,25,3.693909
0.177722,21,3.709531
-0.717861,28,3.75322
0.06464,22,3.778557
-0.89145,25,3.801207
-0.548426,22,3.832449
-2.313599,19,3.848071
0.547241,21,3.879313
-0.055381,21,3.894935
0.335586,25,3.926178
0.773554,23,3.95742
-0.199804,23,3.973042
-3.095178,20,4.004285
-2.480549,25,4.035527
0.680037,28,4.066769
-2.307174,24,4.08239
-0.779532,20,4.113634
0.0995,25,4.144876
0.07849,26,4.176118
0.132927,24,4.207361
1.63794,29,4.238604
-3.577766,19,4.269846
0.757094,23,4.301089
0.564341,23,4.31671
0.974556,23,4.355386
-0.885014,24,4.383709
-2.585386,21,4.408379
0.614836,28,4.439621
0.691023,24,4.455242
1.161596,21,4.486485
-1.503059,23,4.517728
-2.661822,26,4.54897
-0.678528,20,4.564591
0.697672,23,4.595834
-1.774848,23,4.627077
-4.06658,21,4.642698
0.48084,23,4.67394
-2.112096,27,4.705183
-2.336777,26,4.736425
-1.570331,25,4.767668
0.292564,29,4.798911
-0.230305,22,4.830153
1.226517,21,4.845774
-1.046547,26,4.877017
1.519346,21,4.90826
-0.266152,24,4.939502
-0.018212,23,5.701163
-0.218888,22,5.732406
-0.331738,32,5.763648
-0.258428,19,5.794892
-2.740597,23,5.810513
-0.892447,26,5.841755
0.159774,24,5.872998
-0.822387,23,5.904241
-1.810022,23,5.935483
1.164481,22,5.951105
-1.351076,20,5.982347
1.287411,26,6.01359
-2.5088,23,6.029211
0.314475,27,6.060453
1.456068,27,6.107318
-0.301539,25,6.138561
0.348788,32,6.178348
-1.404261,21,6.20332
0.521558,21,6.214405
-0.358599,24,6.245648
0.630584,26,6.27689
0.80836,27,6.308133
-1.119311,25,6.339376
-0.678847,23,6.370619
-0.613161,26,6.401862
0.603161,24,6.417483
-3.088118,25,6.448725
-2.051161,30,6.495589
-0.607754,24,6.51121
-3.173209,21,6.542453
-1.171165,26,6.573695
-0.527273,23,6.604938
-0.824788,21,6.620559
0.036531,22,6.651803
0.890975,25,6.683045
-0.469109,27,6.714288
-2.364014,24,6.745529
0.641588,22,6.761151
-3.270059,21,6.854371
-0.476554,22,6.869992
-1.225834,25,6.901235
-2.355301,21,6.932477
1.888135,19,6.948099
-2.018658,28,6.979341
-0.436666,28,7.010583
-1.213165,21,7.041826
1.497905,28,7.073069
1.149396,23,7.104311
-2.885664,29,7.135554
0.095521,25,7.166797
-0.225701,26,7.198039
-1.514011,25,7.229282
-3.450337,23,7.244903
-2.343126,23,7.276146
-1.584254,28,7.307389
-3.54125,30,7.338632
-3.231599,26,7.369874
-1.609681,23,7.409928
-3.120615,25,7.429924
-0.518847,27,7.461166
-2.12426,23,7.492409
-1.208556,22,7.523652
0.67384,22,7.539273
-1.484342,24,7.570516
-3.314487,28,7.601758
0.811933,25,7.633001
0.734995,21,7.664244
-1.769463,22,7.679864
0.652704,23,7.711108
-0.670571,29,7.74235
-1.88638,27,7.773593
-0.97197,23,7.804835
-0.515637,25,7.836078
-0.653668,22,7.867321
-0.343914,22,7.882943
-0.33184,26,7.914184
0.18553,24,7.945428
-2.075582,22,7.97667
-1.495675,24,8.008712
0.392892,25,8.036744
-3.282107,20,8.052365
-1.057035,22,8.083608
-0.219473,27,8.114851
0.595772,27,8.146093
0.736056,20,8.177336
-0.373584,27,8.208578
-0.804529,29,8.239821
-2.036928,22,8.255442
-1.204831,22,8.286685
1.044723,24,8.317928
0.772613,22,8.34917
-2.483708,25,8.364791
-2.734479,31,8.411655
-0.25777,22,8.427277
-0.174652,26,8.458519
-0.077044,30,8.489762
-1.075959,22,8.521005
0.287583,21,8.552247
-2.965481,22,8.567868
-0.581806,25,8.609535
-2.556076,23,8.636497
-0.083115,21,8.659154
-0.658396,23,8.674777
-0.497973,26,8.706018
-0.37962,24,8.737261
-0.22695,23,8.768503
-2.121583,24,8.799746
0.162795,22,8.815367
0.060948,21,8.84661
-0.552277,25,8.877853
-1.368757,21,8.893474
0.257538,24,8.924716
-2.007058,24,8.955959
-1.443084,20,8.987202
-0.584639,23,9.002823
1.232653,25,9.034066
-2.226782,24,9.065309
1.098553,20,9.08093
-2.351078,31,9.127794
-2.467321,26,9.159037
-3.569343,21,9.174657
1.35831,25,9.21576
-1.911752,29,9.239184
-2.063384,28,9.270427
0.244734,26,9.301669
-1.135649,26,9.332912
0.189131,26,9.364155
1.583101,23,9.395397
-1.359442,23,9.42664
1.664871,22,9.442261
-0.327511,26,9.473504
-1.199814,21,9.504747
1.482956,20,9.520368
1.424061,21,9.551611
-1.759357,22,9.567232
-1.723712,29,9.598475
-0.323809,27,9.629717
-0.932214,24,9.660959
-3.724074,30,9.707824
-1.040777,20,9.723445
-0.277472,23,9.754688
-3.026409,29,9.78593
-1.323816,27,9.824617
0.801527,29,9.858565
-2.655173,27,9.877227
-2.405873,22,9.90847
-1.344417,25,9.939712
-0.650707,22,9.955333
-1.904441,25,9.986576
1.286755,26,10.017818
-1.902775,24,10.049062
-0.134131,19,10.080304
0.364034,23,10.095925
-0.406643,24,10.127167
-3.711979,22,10.15841
-2.241619,25,10.189653
0.677879,22,10.220896
-3.117348,20,10.236517
-2.210158,24,10.267759
-3.26381,26,10.299002
-2.6196,27,10.330245
-1.033956,20,10.345866
0.286409,26,10.377109
-1.808862,28,10.408351
-2.232808,27,10.453418
-1.546391,23,10.469467
-3.360878,22,10.50071
-0.257421,22,10.516331
-3.929348,25,10.547575
-0.398031,28,11.341799
-0.027114,24,11.373042
0.03598,25,11.404285
0.387653,27,11.435527
-0.138938,22,11.451149
0.423531,23,11.482391
0.31868,25,11.513634
-1.410253,22,11.529255
-3.879675,27,11.560498
-2.166017,24,11.59174
-3.751186,21,11.622983
-2.887065,27,11.660362
-2.993072,22,11.672812
-0.046967,31,11.719676
-0.892862,23,11.735297
-2.53304,21,11.76654
-1.215659,22,11.797782
0.097149,23,11.813404
-2.163403,22,11.844646
-0.423313,23,11.875889
-2.909797,22,11.891511
-2.160238,23,11.922753
-1.299342,20,11.953996
-2.127178,28,11.985238
-2.412402,22,12.000859
-1.007236,25,12.032102
-0.344031,25,12.063345
-1.865334,27,12.094588
-0.954628,30,12.141452
0.855763,26,12.172694
1.386547,22,12.188315
-3.925322,28,12.23518
0.544284,26,12.268278
-2.259251,21,12.29226
0.46583,29,12.326609
0.310771,28,12.357852
-0.725589,27,12.389094
-1.127231,29,12.420337
-1.148247,21,12.451579
-0.01298,28,12.482822
-0.173739,19,12.498444
0.103963,24,12.529685
-0.756282,26,12.560929
-3.193704,23,12.592172
-0.348031,27,12.623414
-0.863537,24,12.654657
-0.235815,27,12.685899
0.669717,32,12.717141
0.33519,29,12.748384
-2.377241,22,12.779627
-0.306305,22,12.810869
-1.348695,22,12.82649
-0.615911,24,12.867171
-2.703983,23,12.896243
-2.738321,23,12.917911
-0.028723,21,12.933533
-0.427529,21,12.964775
-0.663158,24,12.996017
-0.637787,23,13.027261
-0.017758,22,13.08534
0.498128,23,13.117098
0.333215,29,13.153003
-0.676121,25,13.186912
-0.168798,27,13.222047
-0.167138,21,13.250393
-0.833579,19,13.274045
-1.807359,25,13.304962
0.710749,21,13.33189
-0.456197,22,13.359816
0.58076,27,13.393724
-0.105044,30,13.431019
-0.554266,23,13.458396
-3.445467,27,13.491308
-2.162384,25,13.527798
-2.367379,24,13.605905
-2.739542,23,13.635042
-1.356737,23,13.663041
-1.445928,22,13.688971
0.86511,25,13.710012
0.248507,22,13.746719
-0.632326,21,13.772075
0.616298,21,13.797411
-0.601432,26,13.832006
-0.685908,25,13.862924
1.445776,26,13.894839
-0.746095,22,13.921074
1.095177,23,13.942693
-2.947246,24,13.976054
0.321543,21,14.002383
1.689401,22,14.030308
0.697629,24,14.05923
-2.667836,26,14.092142
-1.113968,21,14.117075
-1.470333,23,14.150985
-0.140311,26,14.185891
-1.147598,24,14.219801
-0.320389,27,14.255705
1.222409,25,14.286622
-2.24517,25,14.318044
-1.184767,19,14.341697
0.996418,22,14.370039
0.989312,21,14.394973
-0.377293,28,14.428751
-1.771707,24,14.457699
-0.442759,22,14.485598
-0.700379,23,14.511051
-1.337258,21,14.526673
0.192526,23,14.564993
0.728854,29,14.5999
0.607501,27,14.632811
-1.163351,21,14.657744
1.526124,28,14.694646
0.171824,19,14.718581
-1.191381,23,14.746511
1.252201,22,14.772437
-3.523495,23,14.800363
0.120479,28,14.833275
-1.018281,26,14.865189
-3.900585,25,14.894377
-1.326766,22,14.909999
-2.371985,26,14.941241
0.010243,25,14.972484
-3.866427,28,15.017058
0.21722,24,15.047976
-0.288233,21,15.072909
-1.259743,26,15.104824
0.053958,24,15.133726
1.173061,31,15.171051
1.574374,25,15.200392
-0.667498,21,15.226039
-0.064011,24,15.255671
1.411623,28,15.289967
-3.909591,20,15.314117
-0.450181,24,15.342042
-2.183627,23,15.36112
-4.032272,25,15.392363
-3.563985,27,15.423605
0.097204,28,15.454848
0.268163,24,15.486091
0.522649,22,15.52005
0.372731,21,15.544449
0.801133,30,15.575691
1.363111,25,15.606934
-1.228744,22,15.636716
-1.615863,24,15.666637
-0.353582,23,15.694562
-3.127591,20,15.718497
-1.573353,19,15.741717
-0.378149,22,15.769063
-2.251203,27,15.801686
-1.054535,21,15.811099
0.285926,21,15.842342
-2.026865,22,15.873585
-3.125556,23,15.9043
-3.128814,20,15.928283
0.626059,21,15.940285
-0.77243,23,15.971529
0.734173,21,16.002771
-0.221094,24,16.03573
0.137751,24,16.064652
1.746561,23,16.077751
1.004268,26,16.108994
0.261036,16,16.140236
-1.953816,22,16.171479
-0.885857,29,16.21396
-1.49305,28,16.247868
0.105623,21,16.273799
0.560626,30,16.294363
-2.976274,19,16.327754
1.072117,29,16.358997
0.095193,29,17.143519
-0.460899,25,17.167159
0.449184,29,17.198402
0.252879,25,17.229644
1.202325,20,17.261037
-2.172527,25,17.289959
0.381835,21,17.309968
0.670214,25,17.341211
0.63716,21,17.356831
-0.225898,25,17.388074
-1.039386,24,17.419317
-0.381177,21,17.45056
-2.156339,34,17.481802
-1.382146,22,17.513044
0.259545,21,17.528666
1.391388,25,17.559909
0.229331,23,17.591151
-1.906784,27,17.629996
0.298211,21,17.654355
0.259446,22,17.680286
-1.676824,24,17.69434
-2.212478,26,17.741429
-0.379318,22,17.760412
-1.965697,21,17.791655
-0.47243,32,17.822897
-2.733443,26,17.85414
-2.656795,29,17.885383
0.040028,28,17.916625
0.692656,22,17.947867
-0.54052,25,17.97911
0.513319,24,18.010353
1.466433,21,18.025974
0.11866,23,18.057217
-0.919039,21,18.088459
-2.140808,31,18.119702
0.719794,20,18.135323
-0.679329,20,18.166567
-1.356252,26,18.197809
1.143676,22,18.232724
-3.226026,22,18.263007
-0.986901,18,18.283951
-2.497135,21,18.294334
-0.284766,25,18.337667
0.865515,32,18.375825
-0.495745,24,18.391447
0.139809,21,18.422689
-0.144228,26,18.453932
0.513138,25,18.485174
-0.397994,22,18.500796
0.794219,21,18.532038
-1.187914,26,18.563281
0.316676,23,18.594524
-0.919808,24,18.625003
-1.404491,20,18.648939
-0.090435,21,18.674977
-2.901962,20,18.694332
-3.445764,21,18.709954
-0.678462,23,18.741196
-0.413396,21,18.772439
0.205483,23,18.78806
-0.431526,28,18.834924
-3.119628,25,18.850545
0.063592,24,18.881788
0.757944,30,18.913031
-1.168344,22,18.953054
1.028629,21,18.972021
-2.770956,25,19.003264
-0.399327,27,19.034507
1.072185,24,19.065749
-2.487398,24,19.081371
-1.038809,25,19.112613
-2.398209,24,19.143856
-0.08558,21,19.175099
1.191911,30,19.206341
-0.59482,25,19.237584
0.369249,21,19.266991
-1.799626,19,19.28993
-3.558768,20,19.309947
0.15079,23,19.325569
-1.86816,22,19.356811
1.165694,23,19.388054
-3.42402,25,19.419296
-0.064373,25,19.450539
0.033243,27,19.481782
-0.096864,24,19.497403
-0.047813,20,19.534039
-0.98422,28,19.567325
0.544361,30,19.594945
0.087409,23,19.628988
-3.717528,22,19.655915
-1.689822,22,19.681948
-3.005109,24,19.709935
-3.991892,24,19.725557
-0.109348,24,19.756799
-2.765911,24,19.788042
-1.948071,24,19.819284
-0.597635,22,19.850527
-1.418217,23,19.866148
-0.044066,25,19.897391
-1.018146,26,19.928633
-0.468763,26,19.959876
-0.359825,20,19.991119
0.247212,25,20.022361
-3.31292,22,20.037982
0.001161,20,20.069225
0.252655,26,20.100467
0.370999,23,20.116089
-0.516778,29,20.155812
0.852207,22,20.187055
-4.111004,27,20.218298
-3.010147,22,20.24954
0.613933,23,20.282927
-0.034653,23,20.309934
0.686198,22,20.325556
-3.09449,27,20.419284
-0.545623,20,20.434905
-2.543399,22,20.466147
0.089812,23,20.49739
-0.3043,23,20.513011
0.635586,31,20.559875
0.335145,24,20.591117
0.001273,26,20.624003
0.281954,20,20.647332
-2.39421,22,20.673263
1.216575,20,20.694307
-0.247241,24,20.72555
0.401756,23,20.751274
-3.067069,26,20.784186
-3.62885,28,20.804904
-2.363361,25,20.836147
-1.373065,24,20.867389
-0.881651,24,20.898632
0.960831,25,20.929874
-0.763957,26,20.961117
0.9341,22,20.976738
-0.880974,24,21.007981
0.467865,21,21.039223
-0.510919,24,21.054845
-0.005706,26,21.086087
1.072793,22,21.11733
-1.381396,23,21.148572
-0.869672,25,21.179815
0.212934,26,21.211058
-0.908066,31,21.2423
-2.064492,27,21.278926
-3.463562,28,21.309919
-0.709521,24,21.341161
-0.095804,24,21.368674
0.187489,20,21.388741
0.474561,26,21.419983
0.829635,20,21.435605
0.248934,23,21.466847
-1.592052,23,21.498091
0.390774,24,21.529333
-0.149485,27,21.560575
0.418323,25,21.591818
0.678707,25,21.622969
-1.885802,26,21.654293
-0.959222,23,21.681221
-2.602273,23,21.694298
1.715169,25,21.72554
0.707087,19,21.756783
-0.272091,25,21.788026
-0.318482,25,21.819268
0.301254,26,21.834889
0.296639,23,21.866132
-0.005492,21,21.897375
-0.478393,26,21.928617
1.633475,25,21.960362
-0.846336,24,21.973437
0.092451,20,22.00468
-2.594471,23,22.035923
0.943842,27,22.819237
0.026281,23,22.834857
0.202665,24,22.8661
-0.816823,27,22.897343
-1.62732,25,22.928585
0.466169,25,22.959828
-1.057221,24,22.991071
0.863379,25,23.006692
-0.670691,23,23.037935
0.810064,22,23.069177
-3.884862,22,23.10042
-1.881707,25,23.116041
-1.90434,31,23.167062
0.210667,24,23.195032
-2.641633,24,23.222693
-3.509155,23,23.238314
-0.36655,28,23.284885
-2.027823,24,23.309884
1.078951,21,23.33551
0.288524,22,23.351131
0.711398,22,23.382374
-0.649546,19,23.397995
1.38862,24,23.429238
0.878432,20,23.460481
0.300315,27,23.491723
0.213518,30,23.522965
-1.047852,22,23.554208
-0.85901,27,23.585451
-2.913143,23,23.616954
0.514826,21,23.64089
-1.322465,24,23.669233
-0.390532,25,23.69427
0.055038,26,23.725513
-3.041615,26,23.756755
0.979965,25,23.788732
-0.328355,24,23.80572
-0.407546,29,23.852584
-0.116054,22,23.868205
0.210207,32,23.915069
-3.755935,26,23.946312
0.796041,26,23.961933
-2.153523,25,23.993176
0.029565,23,24.024418
0.128588,23,24.055661
-0.313309,25,24.086903
-0.610372,25,24.118146
-2.691553,27,24.149389
-2.562513,23,24.16501
-0.084998,25,24.211874
0.668172,27,24.243117
-1.430433,23,24.279886
0.604397,23,24.294264
0.882261,20,24.325507
0.641381,24,24.35675
-0.133998,27,24.390622
-0.251338,27,24.422537
-0.76344,27,24.439186
1.377158,21,24.470428
-0.785592,27,24.501671
0.704722,24,24.532914
0.78113,25,24.564156
0.246771,28,24.595399
-0.152701,28,24.633904
-1.679427,25,24.66424
0.789658,25,24.693162
1.725693,26,24.709882
0.499843,21,24.741125
0.681758,20,24.756746
-0.121062,24,24.787989
-0.40546,22,24.819232
-0.014916,23,24.850474
-2.016378,22,24.881717
-1.707246,25,24.91296
1.194755,22,24.959823
-0.381512,22,24.993537
-1.256551,27,25.025616
1.006068,21,25.056859
-0.152146,20,25.088101
-3.040345,22,25.119344
0.399039,23,25.150586
0.0239,24,25.181829
0.788932,23,25.19745
-0.054594,25,25.228693
0.993238,27,25.271893
-0.252902,27,25.29426
0.076351,24,25.325503
0.216434,26,25.356745
-3.231281,25,25.403609
-0.803311,29,25.450473
-0.244936,24,25.481716
1.596274,27,25.52858
-2.954078,24,25.559823
-3.156012,23,25.605283
-0.422282,27,25.648294
-1.510567,22,25.682864
-0.205577,23,25.709882
-0.591409,22,25.741124
-1.429171,21,25.787987
-2.541089,21,25.819231
-0.119306,26,25.866094
0.893153,24,25.897337
-2.259622,22,25.959822
0.352298,24,26.006686
-0.1016,26,26.037929
1.000766,34,26.084792
0.819376,26,26.116035
-2.294424,28,26.147278
-0.03709,27,26.185651
-0.024441,25,26.21961
-0.554671,20,26.245244
0.38639,25,26.277884
-0.174146,26,26.294239
-0.541029,23,26.325482
-0.391808,19,26.356725
-1.460991,24,26.387967
-0.932073,25,26.403589
1.354547,22,26.434831
-1.310539,29,26.466074
-3.292826,29,26.497317
1.09612,26,26.528559
-3.014537,26,26.559802
-1.482005,23,26.591044
0.408315,25,26.628893
0.734291,23,26.65582
1.226361,25,26.686853
0.50902,21,26.709865
-2.925452,28,26.741107
-0.099745,24,26.77235
0.373672,22,26.79819
-0.490686,22,26.822144
1.431788,23,26.837766
-1.941357,25,26.869009
1.020581,26,26.900251
0.776941,22,26.931494
0.041113,24,26.962737
-1.101014,22,26.993979
-3.052743,23,27.0096
-0.5365,24,27.040844
-1.798257,24,27.072086
1.628655,25,27.103328
-2.814409,27,27.134571
-0.718145,31,27.165814
-3.344448,20,27.197056
-1.24419,25,27.228299
0.05966,20,27.24392
-0.389431,23,27.279848
0.938017,25,27.309853
0.903298,23,27.325474
-2.31241,27,27.42559
-0.258756,23,27.439588
-1.965247,25,27.470831
-3.380123,28,27.502074
-0.927271,22,27.533317
-1.519581,24,27.564559
-1.760914,27,27.595802
-1.498104,25,27.628883
-1.302041,22,27.655223
1.324351,26,27.687137
0.053167,27,27.709849
0.566162,22,27.741092
-1.402465,21,27.756714
-0.604303,25,27.803577
0.152469,23,27.819198
-3.426853,24,27.850441
-2.626137,34,27.897306
0.04263,28,27.928548
-1.369906,25,27.975412
0.429286,22,28.756685
0.499718,23,28.772306
-1.50953,26,28.81917
-0.34323,21,28.834791
0.190625,24,28.866034
1.154601,26,28.897276
-3.010989,25,28.928519
-3.033396,23,28.959762
-0.157585,21,28.991004
0.089537,35,29.038576
-3.323985,25,29.055423
0.283848,27,29.086665
0.211503,25,29.117908
-0.157829,31,29.169807
-2.622306,24,29.197978
-3.083537,25,29.221939
-0.01542,38,29.272799
-3.384931,27,29.294208
0.604043,22,29.325451
-3.210692,22,29.356693
-2.553031,23,29.372314
0.811592,24,29.403557
-0.18468,27,29.4348
-3.555182,25,29.466042
-1.474611,19,29.481664
-0.283408,24,29.512906
-3.779936,23,29.544149
1.113226,23,29.575392
-3.731905,29,29.6139
0.026401,24,29.640827
0.342025,20,29.666177
1.554577,27,29.694205
0.763733,26,29.725448
0.773314,22,29.741069
0.790843,21,29.772312
-0.540929,26,29.809098
-0.1208,28,29.837379
0.546834,23,29.868621
1.22638,27,29.899864
0.520527,27,29.931106
-0.180457,21,29.946728
-0.717393,28,29.97797
-0.569701,24,30.009213
-0.118307,25,30.040456
0.428789,19,30.071698
0.663378,30,30.102941
-2.745269,22,30.134184
-1.054416,27,30.165426
-7.8e-05,20,30.181047
-0.245162,23,30.21229
-1.591104,25,30.243533
0.968549,22,30.28182
0.821607,25,30.309814
0.097083,27,30.341057
-1.641427,27,30.3723
0.738312,25,30.405476
0.316458,25,30.435395
0.153283,21,30.454027
-1.324097,24,30.48527
-1.352019,25,30.516512
-1.296413,31,30.547754
-1.415964,25,30.578997
-0.461388,20,30.594619
0.23301,25,30.636825
1.567674,20,30.662163
-1.316373,26,30.69308
-0.834319,21,30.709812
-2.949624,25,30.741055
-1.841631,24,30.772298
-2.284384,26,30.80354
-0.737149,29,30.834782
1.01032,31,30.866025
-2.351657,22,30.897269
0.663806,19,30.912889
-0.837176,24,30.944132
0.127056,22,30.975374
-2.15213,24,31.008743
0.412955,31,31.038687
0.973843,27,31.06993
0.506978,20,31.101173
-0.560672,23,31.116794
-0.025042,24,31.148037
0.912208,22,31.179279
0.515885,22,31.194901
-2.676284,22,31.226143
-0.180449,23,31.262844
0.721379,21,31.287777
0.820156,23,31.309802
0.05309,22,31.341045
0.14487,27,31.372287
-1.802573,28,31.40353
1.378243,26,31.434772
0.648313,31,31.466015
-0.895784,29,31.497257
0.873042,26,31.5285
-0.421136,22,31.559743
-0.125807,21,31.575364
-1.267485,22,31.612882
-1.052285,25,31.642802
-0.149323,29,31.677816
-0.381149,28,31.709797
-1.24386,25,31.741039
0.392926,22,31.75666
-1.591501,28,31.787903
-1.805584,28,31.819146
-1.399755,28,31.866009
-0.12778,25,31.897252
-1.505637,26,31.912873
0.150388,25,31.944116
-1.051941,28,31.975359
-1.419651,24,32.006601
-0.097291,27,32.037844
-0.817597,28,32.069086
0.088137,22,32.100329
-2.476742,22,32.131572
0.181987,22,32.147193
-0.83777,20,32.178435
0.149078,21,32.194057
0.332164,21,32.236584
-0.060558,24,32.26957
0.500915,25,32.294168
0.481407,25,32.325411
0.506886,26,32.356653
-0.541562,26,32.387896
0.059753,27,32.419139
0.848128,24,32.450382
0.096739,21,32.466002
-0.779155,24,32.497245
-2.611921,22,32.528488
-0.499369,23,32.544109
1.456745,22,32.575351
0.067012,22,32.61087
0.075005,25,32.639792
-0.102018,28,32.674128
0.072854,29,32.69417
0.959457,23,32.725413
0.368665,22,32.756655
0.012863,26,32.787898
0.661564,24,32.819141
-0.337628,23,32.847874
-1.539773,25,32.877833
-1.312104,24,32.90146
0.164189,24,32.932703
0.438224,21,32.948324
-2.834641,25,32.979566
-1.581364,28,33.010809
-2.809984,23,33.042052
-1.19031,23,33.073294
-0.069331,24,33.104537
0.429839,33,33.135779
0.330166,25,33.167022
-0.14463,24,33.198264
1.107271,21,33.213886
1.097466,22,33.245128
0.242352,24,33.279793
0.746999,26,33.309781
-2.521852,27,33.341024
1.349467,23,33.356645
0.026477,22,33.387887
0.707715,23,33.41913
-3.425583,30,33.458909
-1.245471,22,33.471986
-0.531494,25,33.503229
-0.366878,28,33.534472
0.504561,22,33.565714
1.024788,23,33.596957
0.029752,32,34.387861
0.476592,30,34.419103
0.008333,26,34.450346
-2.071591,30,34.481588
0.576384,25,34.512831
-1.569157,20,34.544076
-1.038618,21,34.559695
1.510154,28,34.590937
-1.15312,22,34.628796
1.058495,33,34.667812
0.046349,22,34.694741
0.342782,30,34.719709
-0.620975,28,34.750952
0.115739,23,34.782195
0.463661,25,34.813437
-3.136706,28,34.84468
0.249302,28,34.938408
0.183725,24,34.96965
-0.228183,24,34.985272
-2.448862,21,35.016514
-3.550002,29,35.047757
1.168242,21,35.079
-0.213594,26,35.110242
-0.111174,24,35.141485
0.828342,19,35.157106
-0.131826,24,35.188349
-0.211996,29,35.219591
1.13964,29,35.262799
1.100402,29,35.297706
0.123586,25,35.326871
1.294298,27,35.348535
1.342983,24,35.379777
1.083999,24,35.41102
0.804581,21,35.426641
-0.077115,27,35.457884
1.063961,21,35.489126
0.101534,27,35.520369
-0.144474,26,35.551612
-0.39397,24,35.582855
0.272745,28,35.620802
0.276042,24,35.649157
-1.633644,24,35.678079
0.316544,25,35.694131
-1.73876,24,35.725374
-2.926974,28,35.756616
-1.03075,21,35.787858
0.346972,21,35.80348
-0.51005,20,35.834723
-2.138767,25,35.865965
-3.01899,24,35.900337
0.851213,24,35.927388
-0.799676,27,35.947391
0.761611,24,35.978634
0.138247,22,36.009877
-1.54735,22,36.041119
-0.617616,25,36.072362
-1.216673,24,36.087983
0.294569,24,36.119226
0.751015,27,36.150469
-1.648288,25,36.181711
-1.748881,24,36.212954
-2.785316,24,36.244196
-1.101618,24,36.285731
1.336885,30,36.309746
1.342125,21,36.340989
-0.309305,25,36.372231
0.610139,27,36.403474
-2.905288,31,36.434716
-0.728523,21,36.465959
0.799828,22,36.48158
-0.54949,22,36.519967
0.150319,26,36.537991
-1.891463,23,36.573729
0.598494,24,36.604972
-0.214783,22,36.631768
0.148595,25,36.662102
0.321396,21,36.687028
-1.966404,21,36.709742
-2.656478,27,36.740984
-0.270024,27,36.772226
-2.169194,24,36.803469
-0.403281,25,36.834712
-1.165171,25,36.850333
0.174913,24,36.881576
-1.509303,30,36.912818
-2.031003,25,36.944062
0.836874,21,36.975303
