#{"t_start": 1640326699.9109643, "env_id": null}
r,l,t
-0.185808,22,3.921727
-2.464455,24,3.95297
0.549065,25,3.968591
-2.925829,25,4.015456
-2.057722,27,4.046699
-1.285656,25,4.07794
-3.584223,25,4.109183
-0.911274,23,4.124804
0.418599,23,4.156047
-1.193249,21,4.18729
-1.351269,22,4.202911
0.350786,26,4.234154
-1.351825,24,4.273165
-2.489725,20,4.294579
-1.484799,25,4.325822
0.607952,29,4.357064
-0.976175,23,4.372685
0.483554,22,4.403928
-2.640592,23,4.435171
-2.272901,26,4.466413
-2.202588,22,4.497656
-3.776735,22,4.513277
-0.867647,24,4.54452
-0.407705,26,4.575763
-1.918316,27,4.607005
0.166937,22,4.638248
-0.408859,22,4.653869
0.705161,24,4.685112
-0.341877,22,4.716354
0.082274,21,4.731976
0.164628,21,4.763218
1.51216,23,4.794461
0.490471,21,4.810082
-1.616948,20,4.841325
-3.368558,24,5.602985
0.029086,18,5.634228
0.038295,21,5.64985
-0.074082,27,5.681093
-3.136323,19,5.712335
-0.421962,19,5.727956
0.083242,24,5.759199
-2.254463,22,5.790442
0.923351,21,5.806063
-2.888569,30,5.837305
0.062145,23,5.868548
-1.472011,26,5.89979
-3.184727,22,5.931033
-0.15414,27,5.962276
-2.81647,26,5.993519
0.147621,28,6.024761
-3.712788,23,6.056004
0.320091,27,6.093174
-0.216417,26,6.116227
0.623928,20,6.131849
0.47866,31,6.178713
-0.022125,25,6.209955
-0.747033,26,6.241199
-3.2328,21,6.256819
-0.435634,25,6.288062
-2.129389,27,6.319305
-0.075982,24,6.350547
0.100416,24,6.38179
0.437072,26,6.413033
0.921682,27,6.444275
0.54795,21,6.459896
1.854547,30,6.491139
-0.720689,21,6.522382
-2.208519,26,6.553625
-0.542785,27,6.584867
-0.243437,23,6.61611
-0.309415,23,6.631731
-1.508499,24,6.662973
0.604351,25,6.756193
0.176049,22,6.787436
1.424659,23,6.803057
-2.502457,23,6.834299
-2.103094,24,6.865542
-0.049195,26,6.896785
-3.406403,28,6.928028
-0.023611,25,6.95927
-0.805741,27,6.990512
-0.97136,27,7.021755
0.393191,19,7.037377
-0.111708,25,7.068619
-2.104925,26,7.099862
0.494274,26,7.131104
-0.539818,22,7.162347
1.45462,22,7.177969
-0.172024,24,7.209212
-3.217972,23,7.240454
-0.055281,22,7.271696
-0.926846,23,7.298746
-0.952772,29,7.331746
0.369862,26,7.362989
-3.135945,24,7.37861
-4.170185,23,7.409853
-1.200035,27,7.441095
-1.01473,23,7.472338
-0.054304,25,7.503581
-3.018,23,7.519202
1.250458,23,7.550445
-1.934839,24,7.581687
-1.005566,24,7.61293
0.096049,24,7.644172
-2.548661,23,7.659793
0.002523,27,7.691036
-2.487651,21,7.722279
0.498636,24,7.753596
-0.360646,20,7.769143
-2.159425,21,7.800385
-0.620704,22,7.831628
-4.534755,24,7.86287
-4.005955,25,7.878492
1.645436,25,7.921504
1.062268,24,7.938566
-3.227087,25,7.969809
-0.463482,24,8.001051
-1.666139,19,8.032295
-2.424424,25,8.063537
-1.473584,24,8.079159
-3.582197,22,8.110401
-2.636864,22,8.141644
0.203529,24,8.157264
-3.753306,24,8.188507
-0.011122,27,8.21975
-1.476568,22,8.250993
1.259207,22,8.282235
-0.821003,20,8.297856
-2.762654,22,8.329099
-0.369013,27,8.360342
0.143147,24,8.375962
-3.177428,24,8.407205
0.209876,19,8.438449
-0.024171,20,8.45407
0.326878,19,8.485312
0.33218,23,8.512355
-0.2333,21,8.537323
-1.094114,26,8.560977
-3.869035,25,8.592219
0.225034,24,8.623462
0.192481,28,8.654704
0.132879,23,8.685948
-1.426832,24,8.701569
0.116565,25,8.732811
-1.071602,28,8.764054
-1.780798,23,8.795297
-0.826369,25,8.826539
-0.981413,22,8.857781
-0.105849,24,8.873403
0.695343,24,8.904646
0.291747,25,8.935888
-0.107999,31,8.967131
-0.711379,23,8.998373
0.119145,31,9.029616
-3.110099,21,9.060859
-0.061038,22,9.092101
0.330211,22,9.119576
-2.118121,22,9.141006
-2.9015,24,9.17225
-2.941871,26,9.203491
-2.973122,23,9.219113
0.301102,28,9.250355
0.270768,26,9.281598
-0.570865,26,9.312841
-0.398673,20,9.344084
-1.417522,27,9.375326
0.431949,27,9.406569
1.807324,23,9.42219
-3.005451,21,9.453433
-2.939066,23,9.484676
-0.25439,25,9.515918
-2.277902,25,9.531539
-2.455359,28,9.578404
0.818538,24,9.594025
-3.850201,23,9.625267
0.177926,25,9.65651
-0.723867,22,9.687753
0.6411,22,9.703374
-1.440419,25,9.74443
-0.457707,31,9.779049
0.537292,22,9.794671
-2.38717,23,9.825912
-0.149372,21,9.857156
-0.192149,24,9.872777
-1.894094,27,9.904019
-1.223164,23,9.935262
-1.612727,23,9.966504
-2.00731,22,9.982126
-2.555096,23,10.013369
-3.95465,23,10.044611
-2.416775,24,10.075854
-3.866512,25,10.107096
0.292103,24,10.138339
0.040298,23,10.15396
-2.001723,22,10.185203
0.632055,25,10.216446
-0.526907,22,10.247689
0.920797,21,10.26331
-2.412881,27,10.294553
-1.478508,29,10.339284
-2.532064,30,10.371289
0.884295,25,10.402532
-1.083493,29,10.433775
-0.456232,28,10.465018
-3.016598,27,11.243622
-0.408707,27,11.274864
-0.596095,24,11.306107
-1.711135,21,11.337349
-1.099771,25,11.352971
-3.431868,20,11.384214
0.536686,26,11.415456
-0.525815,23,11.446699
-0.532679,25,11.477941
-2.239582,23,11.493563
-2.066775,22,11.524805
0.152149,21,11.5562
-2.281742,26,11.574634
-0.482365,23,11.605877
-0.10601,22,11.637119
-1.139715,20,11.652741
0.609247,21,11.683983
-0.76171,22,11.699605
-2.971772,24,11.730848
-1.046593,22,11.76209
-1.839468,22,11.777712
0.044895,24,11.808954
1.087583,23,11.840197
-2.100439,24,11.871439
0.109902,25,11.902682
-1.135424,24,11.918303
-0.22101,24,11.949546
0.149853,27,11.980788
0.135869,23,12.012031
-0.670817,29,12.058895
-2.833374,25,12.090137
-3.765455,27,12.12138
-1.411007,26,12.154143
-2.963798,25,12.183112
-2.98841,23,12.197188
-3.379011,24,12.228431
-0.749404,24,12.259674
1.388073,21,12.290916
-2.956766,23,12.306537
-0.178716,27,12.33778
0.291672,22,12.369023
1.055515,21,12.400266
-0.784725,26,12.431507
0.275779,22,12.447129
0.1245,26,12.478372
-0.395651,35,12.525236
-2.531779,24,12.556479
-0.109863,22,12.587721
-1.80116,25,12.603343
-2.937622,22,12.634585
-0.982739,30,12.665828
1.471526,30,12.712692
0.368085,26,12.743935
-3.370085,27,12.779964
1.672877,25,12.804112
-1.313389,26,12.835355
-0.224808,24,12.866597
1.127811,27,12.89784
1.58221,26,12.929083
0.023523,26,12.994143
-4.280654,26,13.027897
-0.821942,27,13.062803
-1.097057,23,13.092723
-1.702967,19,13.117884
0.571576,27,13.15421
-1.171644,23,13.183846
-0.728876,24,13.212769
0.404046,32,13.253659
-1.231943,27,13.288566
-0.611209,23,13.316885
-0.519424,24,13.345808
-0.31235,24,13.374181
-0.492016,26,13.40624
-1.628357,20,13.429621
-0.088752,22,13.514923
0.942363,18,13.535866
-1.841833,27,13.567855
0.033536,30,13.596212
-0.605566,19,13.627455
-0.217955,23,13.656521
-1.995051,23,13.68358
0.488627,20,13.708209
-1.965458,29,13.746795
0.681221,25,13.776714
-0.665924,27,13.809626
-2.54744,22,13.828894
-1.851636,22,13.860137
0.436465,22,13.887565
-2.92438,22,13.915175
0.375023,27,13.948088
-0.086006,29,13.984989
0.781521,22,14.011916
0.133053,23,14.041837
-0.014413,23,14.076743
0.000407,22,14.105666
-2.172911,24,14.138578
-3.519833,23,14.169495
-0.062555,20,14.193432
-1.892294,20,14.218869
0.196327,26,14.251498
-1.339443,27,14.284827
-2.936324,23,14.311755
0.548095,27,14.344536
-2.576919,29,14.381437
-4.084268,23,14.408364
0.128381,30,14.444116
-2.681103,26,14.474793
1.319071,21,14.500724
0.389576,23,14.527652
-1.413502,24,14.556575
0.648656,22,14.586494
0.542391,23,14.615418
0.738209,23,14.642345
-3.222864,20,14.667279
-3.52824,22,14.693209
-0.325417,21,14.718143
0.842818,25,14.749059
-0.9353,24,14.776985
0.932258,21,14.796199
-2.157366,29,14.827442
-0.545343,27,14.858685
1.177374,24,14.89823
1.641664,24,14.927858
-1.505333,24,14.958774
-0.47361,27,14.991686
-1.055025,23,15.019889
-2.490068,24,15.048514
-0.525141,28,15.082568
-2.133218,25,15.111799
-1.242605,23,15.140538
-0.100233,23,15.168851
-0.174917,24,15.197773
1.420874,23,15.225913
-1.062761,22,15.251222
0.296385,25,15.278564
0.700557,24,15.309806
1.64362,21,15.325428
-2.350977,23,15.35667
-1.828204,24,15.387913
-1.889897,25,15.420874
-1.832297,22,15.446271
0.052035,22,15.461893
-1.74472,23,15.493135
-2.904615,25,15.53056
0.190386,25,15.56048
-0.081173,22,15.587408
0.475881,24,15.616331
-0.572279,21,15.642542
-0.204144,23,15.670886
-2.165448,31,15.707497
1.105221,23,15.728543
-3.502024,20,15.744164
-1.542415,22,15.775407
-3.531257,24,15.813105
0.039393,22,15.839082
0.019075,24,15.857729
0.047829,22,15.888972
0.675667,24,15.920214
0.694089,25,15.954507
-2.33559,21,15.979573
0.621372,26,15.995195
-3.304209,20,16.026438
-2.223017,30,16.073301
-0.142027,30,16.116779
-0.101381,29,16.152683
-1.656289,24,16.181605
0.410884,24,16.196186
-0.287754,22,16.229576
-2.739978,25,16.260819
-1.550735,22,16.27644
-0.857016,26,17.05336
-0.906858,23,17.084603
-2.368526,26,17.115845
0.691093,23,17.147088
-1.937158,25,17.180811
1.081733,27,17.21179
-3.661923,22,17.227411
0.539281,29,17.258654
-1.719971,22,17.289896
0.903383,27,17.321139
1.138205,22,17.352382
0.017024,19,17.368003
0.14844,26,17.399245
1.413418,22,17.430488
0.158624,17,17.446109
-1.098721,20,17.477352
-0.297867,26,17.492974
-1.692059,19,17.530821
-1.542543,21,17.55518
-3.239017,24,17.583106
0.386972,22,17.596163
1.691819,21,17.635873
-0.350457,29,17.662234
-2.203493,26,17.693477
0.250682,24,17.724719
0.851715,27,17.755962
0.858028,28,17.787205
0.35703,22,17.818447
0.445287,24,17.84969
0.170836,19,17.865312
-0.502239,24,17.896554
0.147918,22,17.912175
1.423617,25,17.943418
-1.653488,30,17.990282
-0.797926,25,18.005903
-0.257495,27,18.052767
-0.047863,26,18.08401
0.000756,23,18.115252
1.082555,28,18.150169
-1.719342,23,18.177795
-0.539995,23,18.196156
0.109115,20,18.227522
-0.282173,23,18.255446
-1.728575,24,18.277648
-3.243629,25,18.30889
-1.130709,19,18.324512
0.63966,23,18.355754
-0.279802,22,18.386997
-1.23641,23,18.402619
0.556172,22,18.433861
-0.160411,23,18.465103
-2.057789,23,18.480725
-2.159276,25,18.524831
1.229943,24,18.553754
-1.895156,20,18.577796
-1.565602,25,18.596154
-2.183681,24,18.627397
0.432699,21,18.65864
-0.441139,23,18.674261
-0.279949,26,18.705503
0.412079,26,18.736746
-1.92914,24,18.767989
1.363295,23,18.799232
1.389579,27,18.83493
-1.549395,21,18.859863
-1.263551,24,18.873843
-0.197373,27,18.920707
0.051816,23,18.936329
0.077339,22,18.967572
0.008028,27,18.998814
0.269617,25,19.030057
0.829117,20,19.045679
-1.372591,28,19.076921
1.144294,21,19.108163
-0.940114,27,19.139406
-0.425415,29,19.180781
-2.403941,26,19.21177
1.397014,23,19.227391
0.249588,24,19.258634
0.17087,22,19.289876
-0.007914,28,19.321119
-1.865493,23,19.33674
-1.63066,26,19.367983
0.573629,24,19.399225
0.038676,23,19.436859
-0.412475,23,19.46416
-4.296239,22,19.481146
-2.488505,24,19.517845
-0.413328,24,19.546768
0.857831,23,19.574795
0.198249,26,19.596136
-3.502156,22,19.627379
0.068024,24,19.658621
-0.100915,24,19.674243
0.742857,22,19.705485
-0.565756,28,19.736727
-0.019635,33,19.783592
-0.157829,25,19.814834
-3.009621,28,19.846077
-0.605631,26,19.87732
-3.46788,19,19.892941
0.204598,28,19.924183
0.25014,23,19.955426
0.6019,22,19.986669
-3.395661,24,20.017911
0.058437,23,20.043646
-3.966166,23,20.057635
-3.598156,18,20.088877
0.725056,23,20.12012
-2.292407,19,20.135742
-2.889112,27,20.181757
-2.627715,19,20.196135
0.350407,23,20.227378
-2.76771,22,20.305484
-0.271938,21,20.336727
-1.922784,23,20.352348
-2.366144,24,20.383591
0.079785,22,20.414833
-2.372965,26,20.446076
0.604609,26,20.477319
-1.926801,28,20.514855
-1.724426,24,20.54278
-1.189104,21,20.568104
-2.577091,23,20.595032
0.556073,22,20.611752
-3.426428,21,20.645118
0.704788,26,20.677032
-0.17061,21,20.691105
-0.170544,23,20.722348
-2.171647,22,20.753591
-0.86711,24,20.769211
-3.381624,19,20.800454
0.487087,23,20.831697
0.290768,25,20.847318
0.993146,20,20.87856
-0.90248,20,20.894182
0.404964,25,20.925425
0.881233,22,20.956667
-0.119838,22,20.98791
-3.684265,22,21.003531
-4.161522,21,21.034774
0.758353,20,21.050395
0.270282,22,21.081638
-1.270481,23,21.11288
0.107146,22,21.128501
-3.612159,25,21.170775
-0.72127,21,21.194711
-1.841316,29,21.227362
-1.108016,25,21.258528
-1.433219,21,21.274942
-0.180582,24,21.306185
-0.292777,26,21.337427
1.285628,21,21.36867
-0.867334,28,21.399913
1.383529,29,21.431155
-0.921481,25,21.462398
-0.267789,25,21.49364
-0.412623,25,21.525788
0.033021,28,21.559108
-0.704667,24,21.58803
0.275967,24,21.611741
-0.126439,29,21.642984
-3.123246,20,21.658606
-1.866513,24,21.689849
-0.652823,19,21.721091
-0.386672,21,21.736712
-3.953987,24,21.767954
-0.132341,20,21.799197
0.841501,25,21.814818
-0.12898,25,21.859192
0.85737,25,21.87526
-0.019262,24,21.906502
0.119662,21,21.937745
0.246767,25,22.705438
0.324824,22,22.73668
1.526127,22,22.767922
-0.350921,27,22.799165
0.535705,26,22.830408
0.655724,26,22.861651
-1.658979,28,22.892893
-1.590938,24,22.908514
1.094606,30,22.955378
-2.797086,26,22.986621
1.1578,20,23.002242
-0.937634,25,23.033485
-3.318894,26,23.073871
-3.080279,28,23.10583
-1.980754,28,23.124516
0.007078,24,23.168755
0.49705,22,23.194685
-3.005007,20,23.211706
0.315085,20,23.237332
-2.756362,25,23.268575
0.412527,19,23.284196
0.209878,23,23.315439
-0.858942,22,23.346682
0.893389,25,23.362303
-2.265062,25,23.393545
-0.807382,26,23.424788
0.616055,28,23.45603
0.90334,22,23.487273
0.60498,21,23.520771
-0.710385,23,23.548117
-1.405838,20,23.571055
0.751728,25,23.596092
-2.111185,22,23.611714
-0.257376,19,23.642956
1.138485,19,23.658578
-1.499799,23,23.697535
-2.054432,21,23.723164
0.40603,24,23.738785
1.559053,21,23.770027
-0.683201,23,23.80127
-1.212448,23,23.816891
0.2805,18,23.848134
0.733619,25,23.879377
-0.458738,23,23.894998
-0.424746,36,23.941862
-1.4032,26,23.973105
0.396783,28,24.004347
-0.245139,22,24.03559
-1.958705,26,24.066832
-3.723093,22,24.098075
-0.7996,21,24.129318
-0.352313,23,24.16056
-0.557737,24,24.190685
0.355751,21,24.211708
-1.316171,23,24.227329
-0.233589,22,24.258572
-1.876569,22,24.293442
-0.053956,27,24.325387
-2.171933,30,24.35663
-1.248435,21,24.372251
-0.657211,25,24.403494
-0.020105,23,24.434736
1.267792,18,24.450357
-2.017913,25,24.4816
0.545493,26,24.522761
0.58195,30,24.558083
0.239321,23,24.586008
-0.116059,24,24.611704
0.951086,25,24.642947
0.687157,23,24.658568
-2.924231,24,24.689811
0.680115,26,24.721055
-0.682812,23,24.752297
0.100844,21,24.78354
-0.435968,24,24.814782
0.394853,23,24.861645
-2.589992,21,24.893365
-0.262007,26,24.927438
0.365332,28,24.974303
0.360071,21,25.005545
-0.01057,27,25.036788
1.251056,22,25.06803
0.119832,23,25.083651
1.149038,23,25.114894
-2.082101,26,25.146136
0.614882,29,25.188676
0.323739,24,25.211704
0.027126,23,25.242946
-0.324101,30,25.274189
0.461154,23,25.321053
-1.25472,24,25.352295
-0.089649,21,25.383538
0.539614,25,25.430402
1.547584,25,25.461645
-2.538585,22,25.507106
1.032435,25,25.547125
-0.106355,26,25.587678
0.5418,22,25.611704
0.058617,26,25.658568
-0.139916,22,25.68981
-0.467147,24,25.736675
-0.923629,26,25.783538
0.890408,23,25.830402
-2.811102,25,25.877266
-0.580385,25,25.92413
1.791497,27,25.955372
-0.661465,23,25.986614
0.011453,26,26.017857
0.030148,24,26.0491
-0.300308,24,26.08149
-1.662949,26,26.115448
0.15533,32,26.147066
0.525161,24,26.187685
-0.576383,23,26.211684
-1.59136,21,26.227305
0.127649,20,26.258547
-0.304514,26,26.28979
-0.362827,26,26.321033
-1.359975,22,26.336653
-1.486948,18,26.367896
-0.20027,24,26.399139
-0.182801,22,26.41476
-0.178393,22,26.446003
-1.622237,25,26.477245
0.427149,21,26.492867
-0.05427,24,26.535702
0.675978,23,26.562745
0.443248,25,26.592665
0.887241,21,26.611687
0.456066,25,26.64293
-1.82234,27,26.674172
-0.141322,29,26.712978
0.384195,28,26.739589
-0.017441,26,26.770831
-0.29503,29,26.802074
0.222844,24,26.833316
-2.159785,25,26.864559
-2.585743,28,26.895801
0.579337,22,26.927044
-0.381304,24,26.958287
-1.391645,24,26.973908
-1.277606,24,27.005151
0.094562,30,27.036393
0.902376,22,27.067636
-0.152849,24,27.098878
1.355076,22,27.130121
-0.374351,22,27.145742
0.554831,21,27.18167
1.084997,22,27.196054
0.528122,24,27.227296
0.630549,20,27.316386
0.909381,27,27.34141
0.813834,26,27.372653
-0.591747,22,27.403896
-1.510608,28,27.435139
-0.481914,29,27.466381
1.120258,20,27.482003
-0.875363,28,27.527713
-1.28499,25,27.557045
-2.304392,29,27.592949
-1.238746,21,27.611672
-1.067432,27,27.642915
-2.522373,23,27.674157
-2.391856,20,27.689778
-0.486074,26,27.736643
-1.500975,25,27.767886
-0.371276,32,27.799128
-0.68392,22,27.83037
0.861122,24,27.861613
0.267971,25,28.642885
1.357069,23,28.674128
0.132404,22,28.705371
0.374384,27,28.736614
0.570467,24,28.767856
1.289104,22,28.799098
-0.073291,26,28.830341
0.063793,21,28.861584
0.413227,23,28.892827
0.311923,20,28.908448
0.375956,27,28.941623
0.584482,24,28.972866
-2.807975,23,29.004109
0.775772,21,29.01973
1.387893,20,29.050973
-0.541374,26,29.088584
0.064918,25,29.117752
-1.125817,24,29.139383
1.484928,27,29.178611
-0.22785,23,29.19603
0.566304,25,29.227273
-0.049527,21,29.258515
0.146081,22,29.274137
0.069173,29,29.305379
-0.843128,25,29.336622
-0.25255,26,29.367865
-0.773767,26,29.399107
-0.972834,26,29.43035
0.630362,27,29.461592
0.120909,26,29.492835
-2.543509,29,29.53866
-2.085499,18,29.560021
0.143684,28,29.59393
-0.44108,28,29.611649
-0.882454,25,29.642892
-0.437387,31,29.689755
-1.492534,27,29.723579
-3.931755,25,29.739202
-1.040106,22,29.770443
-1.15697,24,29.801686
-0.349526,26,29.832928
-1.950621,26,29.864171
1.289899,24,29.895415
-1.34337,19,29.911036
-1.636443,24,29.942278
0.311,24,29.973521
-2.870852,24,30.004764
-1.264473,20,30.020385
-2.779346,30,30.051627
0.279166,21,30.08287
0.80149,21,30.114112
0.690098,29,30.145355
-0.754649,21,30.183642
-1.771022,27,30.211637
-0.089501,24,30.24288
0.700893,22,30.258501
-1.561361,22,30.289743
0.11257,26,30.327244
1.302521,31,30.355849
-0.54816,25,30.387092
-0.904929,26,30.418334
1.281687,24,30.449576
0.716164,19,30.465198
-2.252503,28,30.496441
-2.42324,26,30.538647
-0.376601,23,30.567974
-0.3785,23,30.594903
-2.347774,31,30.627256
-0.939338,24,30.658499
0.434263,25,30.689741
-1.924587,23,30.705362
-2.379033,22,30.736605
0.775962,25,30.767848
-2.866506,23,30.799091
-3.278022,27,30.830332
-1.901986,29,30.861576
-0.265928,24,30.892818
-1.177087,24,30.922533
0.005585,23,30.94051
-0.052298,27,30.971752
-1.302256,29,31.002995
-0.984836,24,31.034238
-1.023038,27,31.06548
-0.118251,24,31.096723
-0.796911,23,31.127966
-0.835665,29,31.16666
-1.433785,22,31.192591
-1.941486,24,31.211624
0.540981,28,31.242867
0.389797,34,31.289731
-1.400856,23,31.320973
-2.668557,24,31.336595
-1.184573,25,31.367837
0.258292,22,31.39908
0.072067,26,31.430322
-0.143189,27,31.461565
-0.168009,27,31.492808
0.449514,24,31.526672
0.093331,24,31.555595
-1.662698,20,31.579638
0.695314,25,31.595997
0.8995,27,31.62724
-0.429283,26,31.658483
0.13607,25,31.689725
0.88149,20,31.720968
1.400141,21,31.736589
0.188027,27,31.767832
0.54829,26,31.799075
1.465241,21,31.830317
-3.215123,25,31.86156
-1.607854,26,31.892803
0.228263,22,31.924045
-2.275466,27,31.955288
1.40184,23,31.970909
0.026707,24,32.002152
1.082488,21,32.033394
-1.81195,27,32.064636
-0.527703,23,32.080258
-0.102467,22,32.111501
1.328811,26,32.160422
0.496885,29,32.194331
-2.267708,26,32.211612
-0.730278,36,32.258476
-0.03213,20,32.289718
-0.162223,21,32.30534
-0.071196,23,32.336582
-1.897045,26,32.367825
-2.456759,26,32.399067
-1.102972,29,32.43031
-1.051495,30,32.461552
0.931083,22,32.492795
-0.700175,29,32.536627
0.418806,19,32.558995
-0.469714,21,32.584926
0.122743,25,32.611614
-0.397256,26,32.642856
0.704889,22,32.658478
-0.209161,21,32.68972
0.017823,32,32.720963
-0.912427,28,32.766689
-3.296436,26,32.78766
-0.538835,24,32.818904
0.530092,29,32.850146
0.764238,33,32.89701
1.518117,23,32.912632
-1.934402,25,32.943874
-1.41181,21,32.975116
-0.259091,28,33.006359
-0.656772,22,33.037601
-1.489335,25,33.053223
-0.252229,27,33.084465
-0.157305,26,33.115708
-0.648125,23,33.146951
1.211111,24,33.185605
0.665435,24,33.211603
0.058871,20,33.227224
-0.786015,23,33.258467
-0.68205,27,33.28971
-0.067962,24,33.320952
-3.927952,24,33.354747
0.204395,24,33.373809
-0.820326,21,33.405051
-2.654375,22,33.420673
0.482067,22,33.451915
-0.374419,25,33.483158
0.8927,25,33.518671
-0.026438,26,34.289683
1.243961,26,34.320925
-2.207906,25,34.352168
-0.276524,25,34.383411
-2.503666,25,34.414653
1.45047,23,34.445899
-1.118991,27,34.477138
-0.11468,25,34.508381
0.494927,24,34.5376
-1.630903,26,34.568637
-0.119673,26,34.600552
-1.176991,25,34.621532
0.239413,27,34.652775
-0.841116,27,34.684017
0.651242,24,34.71526
1.094584,22,34.746502
0.124671,26,34.762124
-0.223652,29,34.855851
0.455738,21,34.887094
-0.792755,23,34.918337
-1.796903,26,34.949579
-0.141317,25,34.980822
0.580481,25,34.996443
1.576438,28,35.043308
0.68907,22,35.058929
-0.141308,21,35.090171
-0.212884,22,35.121414
-3.029587,23,35.137035
0.666103,30,35.184568
-1.237436,22,35.210742
-1.472235,20,35.234735
-1.193431,33,35.265979
1.38561,20,35.297221
-2.228198,27,35.328463
0.301639,34,35.359706
0.63082,23,35.390949
1.464387,26,35.422191
-0.209171,27,35.453434
0.174535,23,35.484677
-0.009753,32,35.523623
0.84227,27,35.555965
-3.854046,26,35.586882
0.789053,22,35.611575
0.051524,23,35.627196
0.057976,28,35.658439
-1.062416,25,35.689681
1.109573,23,35.720924
1.194135,27,35.752167
1.446721,21,35.783409
0.623491,28,35.819114
-0.557343,28,35.849214
-1.995489,23,35.880457
-0.610342,29,35.911699
-0.053117,24,35.942941
-0.031409,30,35.974185
0.890321,25,36.005427
0.194621,24,36.03667
0.075618,26,36.067912
-0.836657,27,36.099155
-0.59299,23,36.114776
-0.213128,22,36.162621
0.002265,24,36.191542
0.554177,25,36.211568
1.278794,23,36.242811
-2.285095,28,36.274053
0.290911,27,36.305296
-2.109389,26,36.336538
-0.383229,26,36.367781
1.160735,25,36.399024
0.858652,25,36.43276
0.12888,22,36.455435
-0.101016,25,36.475551
0.564009,26,36.519627
0.193495,32,36.557933
0.048787,23,36.585859
-0.529121,26,36.611564
-0.420234,27,36.642807
-0.168252,24,36.674049
-2.533131,21,36.68967
0.984033,27,36.720913
-3.736185,30,36.767776
-0.03992,22,36.783398
-0.887644,21,36.814641
-3.078817,26,36.845884
