#{"t_start": 1640326699.8908932, "env_id": null}
r,l,t
1.306783,22,33.341023
-0.336654,24,33.356645
-0.421134,29,33.39388
0.310668,26,33.425122
-0.493012,25,33.456365
0.161623,25,33.487608
-2.346709,18,33.503229
0.103823,29,34.294132
-0.482335,33,34.340996
-1.465665,24,34.356617
0.591139,27,34.38786
0.957153,27,34.419103
-1.320308,24,34.450345
-2.033991,24,34.481588
0.658702,27,34.512831
-0.919981,28,34.554679
0.841471,28,34.588708
0.595779,20,34.612645
0.325438,26,34.641603
-0.122307,27,34.672846
0.344808,26,34.704088
-0.187426,25,34.719709
0.757431,31,34.766573
0.126703,27,34.84468
-0.047549,22,34.875922
0.409966,27,34.907165
1.023674,31,34.954029
-1.859714,32,34.985272
0.053396,26,35.016514
-2.069128,24,35.047757
-1.416537,27,35.079
0.221317,26,35.110242
-1.500414,27,35.141485
-0.788488,30,35.182699
-0.479674,20,35.207631
0.207976,28,35.239788
-0.500814,32,35.270428
0.473853,26,35.301671
-0.293844,30,35.332913
-0.264372,23,35.364156
-0.610205,23,35.395399
-0.850163,30,35.426641
-1.106884,26,35.457884
0.816975,24,35.489126
-0.446317,33,35.520369
0.61534,28,35.565651
0.447509,25,35.594986
-0.389061,24,35.616024
-2.66725,24,35.647267
-3.041003,29,35.67851
0.521118,24,35.709752
-1.236271,22,35.725374
-0.947292,24,35.756616
0.423629,23,35.787859
1.133767,23,35.823228
-2.754157,25,35.852274
0.30621,24,35.869285
0.521082,24,35.900528
-3.534326,23,35.93177
0.712901,25,35.963012
0.160077,30,35.994256
-1.534568,25,36.025498
-0.793972,30,36.056741
-0.141521,30,36.103605
-3.174065,27,36.134847
1.461498,18,36.150468
-0.356854,21,36.191667
-0.902524,25,36.216018
-0.917411,24,36.247261
-0.473966,21,36.262882
-0.969447,22,36.294124
0.934074,25,36.325367
1.218644,23,36.356609
1.334041,23,36.372231
-1.438825,28,36.403474
-1.907344,26,36.446846
-1.541706,29,36.475506
-0.525271,20,36.495622
0.324548,18,36.526865
-0.219484,31,36.563634
1.390712,27,36.595957
-1.806017,28,36.616013
-2.694763,27,36.647256
0.366016,27,36.678499
1.185087,24,36.709741
0.9318,21,36.740984
-2.546315,27,36.772227
0.97158,23,36.803469
0.149014,25,36.834712
1.033892,25,36.865955
-0.087263,29,36.897197
1.011313,29,36.928439
-0.252681,28,36.959682
-0.304838,23,36.990925
-2.226849,33,37.022167
