#{"t_start": 1640326699.8908932, "env_id": null}
r,l,t
-4.398689,28,3.668132
-4.449926,22,3.69506
-1.107991,23,3.707478
1.791824,25,3.738721
0.219868,25,3.769964
-0.867311,22,3.801207
1.058383,25,3.83245
-0.54073,24,3.848071
-1.544093,24,3.879313
-1.291787,32,3.910556
-2.212818,23,3.941798
-3.153138,21,3.973041
0.178334,21,3.988662
0.994609,29,4.035527
-0.047916,25,4.06677
-0.166439,31,4.098011
-0.531717,23,4.129254
1.260259,19,4.144876
-2.059915,26,4.176118
-3.854401,21,4.207361
-1.453679,25,4.238603
0.447026,26,4.27329
0.872926,22,4.298621
-1.768924,24,4.31465
-1.125528,24,4.345893
-1.97346,23,4.377136
0.246959,21,4.392756
1.029374,24,4.423999
0.570166,22,4.455242
-3.249976,25,4.486484
-1.50152,23,4.517727
-0.4419,20,4.533348
0.703818,20,4.564591
-4.269915,33,4.595834
-1.41967,26,4.627076
-4.214946,20,4.658319
-0.149286,25,4.67394
1.198657,27,4.705183
-0.876536,22,4.736425
0.585158,25,4.767668
1.757794,23,4.79891
-2.496429,26,4.830153
-2.603537,25,4.861396
-1.225821,27,5.623056
-2.595248,27,5.654299
0.637467,29,5.701164
0.647294,22,5.716785
-0.867677,25,5.748027
1.130225,25,5.77927
-1.073464,23,5.810513
0.365353,23,5.826134
-0.765208,24,5.857376
-0.380694,26,5.888619
0.708059,25,5.919861
-0.077917,30,5.951104
0.448894,23,5.982347
0.438989,25,6.01359
-2.343341,23,6.044832
-1.921088,23,6.076075
-2.839073,25,6.10822
0.57904,27,6.136298
1.13686,27,6.167541
-4.359736,34,6.198784
1.076286,30,6.245648
-1.206083,23,6.26127
-2.201187,25,6.292512
-3.455406,27,6.323755
-0.281535,27,6.354997
-3.119381,25,6.38624
1.586013,30,6.417482
-2.699189,22,6.448725
-1.607769,31,6.479967
-1.379187,23,6.51121
0.701024,24,6.542453
0.359488,24,6.573696
-3.061121,28,6.604938
-4.164031,25,6.636181
-2.722257,22,6.651802
-1.547534,24,6.683044
-0.592683,23,6.776264
0.174912,23,6.791885
-1.942382,30,6.823128
-3.455839,21,6.85437
-2.786693,27,6.885613
0.874307,25,6.916856
-0.574098,23,6.948099
-3.281002,22,6.96372
-1.300243,21,6.994963
-1.921434,22,7.026205
-3.455021,26,7.057448
-3.900228,20,7.073069
-1.99354,20,7.104312
-0.155474,27,7.135554
0.179433,26,7.166797
-0.051453,24,7.182418
-1.215068,24,7.213661
-2.105262,26,7.244904
-0.233597,28,7.276146
0.216601,29,7.320812
0.265962,24,7.348776
-2.725235,19,7.367439
0.335343,26,7.398681
-3.509444,25,7.429924
0.31261,22,7.445545
-2.012467,25,7.476787
-1.281107,21,7.50803
-1.221339,23,7.523652
0.672374,28,7.554894
-0.771473,22,7.586138
0.190749,28,7.617379
-3.117786,21,7.648622
-1.569695,25,7.679864
-3.143351,24,7.695486
-0.22193,31,7.74235
-0.325849,25,7.773667
1.679033,26,7.804836
-3.283723,22,7.836077
-1.27629,24,7.867321
-3.473073,23,7.882941
1.503562,21,7.918636
-0.913878,25,7.947613
-3.154202,24,7.974258
-1.276687,24,7.98988
-3.795067,23,8.021122
-1.437783,22,8.052366
-2.980919,19,8.083608
0.312795,24,8.09923
-1.553919,21,8.130472
0.195463,26,8.161715
-3.133968,26,8.192956
-0.199469,20,8.208578
-0.402429,20,8.239821
-3.16057,22,8.255442
-2.026298,24,8.286684
0.57078,33,8.333549
0.482849,28,8.364791
-2.294919,25,8.396034
-1.809511,24,8.411656
0.341678,25,8.442898
-0.314224,22,8.474141
-0.926423,25,8.505383
-3.499264,26,8.539407
0.342608,29,8.565426
0.381692,25,8.59667
-2.993795,26,8.627912
-0.073994,25,8.659154
-0.120393,24,8.690397
-0.087486,22,8.706019
-0.174052,28,8.737261
1.113012,21,8.768504
0.266493,23,8.799747
1.049266,21,8.815368
-1.924349,32,8.862231
0.841614,25,8.893474
0.202451,21,8.909096
-4.074559,23,8.940338
-0.019626,28,8.971581
0.39852,23,9.002824
-1.865469,24,9.018444
0.343534,24,9.049687
-1.215453,30,9.09655
-1.475754,25,9.112172
-3.426568,23,9.152613
-2.676726,21,9.176699
1.235121,22,9.192321
0.140601,26,9.223562
-0.227297,26,9.254806
-3.806495,33,9.301669
-1.737191,22,9.317291
-3.865201,23,9.348533
-3.995345,24,9.379777
0.186257,28,9.411019
-0.908226,26,9.442261
-2.711427,24,9.457882
0.171134,24,9.489125
-1.796431,27,9.520368
-1.990315,25,9.55161
1.359096,23,9.582853
-0.349177,24,9.614096
-3.795592,24,9.645338
-1.170457,21,9.66096
-0.055318,24,9.692202
-1.817507,30,9.723445
-0.188341,22,9.758478
0.850611,23,9.783499
-4.181899,27,9.814742
-1.915873,22,9.830363
-2.883363,23,9.861605
-3.435602,25,9.892848
-0.001472,28,9.92409
-3.201216,26,9.955333
-1.91302,22,9.986575
0.787291,29,10.017818
-0.067589,35,10.064682
0.685214,23,10.095925
0.085909,27,10.127167
1.061236,25,10.142789
-2.808787,28,10.174031
1.14977,25,10.205274
0.882004,27,10.236517
-0.093094,26,10.26776
-0.044254,30,10.314624
-3.148308,21,10.330244
-0.986926,28,10.371322
-0.493653,26,10.391361
0.029202,28,10.422603
1.125248,30,10.469468
-0.925711,25,10.485089
-1.984625,22,11.279314
0.071341,22,11.294935
-2.299226,24,11.326178
-3.275854,23,11.35742
-0.143393,26,11.388663
0.186311,26,11.419906
-2.161207,24,11.435527
0.227923,18,11.46677
1.71618,23,11.482391
-2.482018,23,11.513634
-1.826151,26,11.544876
-0.227189,22,11.579263
0.764267,22,11.594705
-1.603017,26,11.625948
1.43481,23,11.65719
-1.666273,26,11.688433
1.213626,22,11.704054
-3.68541,26,11.735297
-3.739559,19,11.76654
-1.082629,22,11.782161
-1.723364,27,11.813404
-3.251387,29,11.860268
-2.62024,27,11.89151
-1.590309,22,11.907131
-3.003269,23,11.938374
-0.240465,23,11.969617
0.716963,22,11.985238
-0.834953,24,12.016481
-0.398027,23,12.047724
-0.15051,21,12.078966
-0.024481,22,12.110209
-1.267555,22,12.12583
-0.019337,26,12.157073
-3.585491,27,12.202185
-4.076869,23,12.217259
-1.183466,21,12.248502
-2.409221,23,12.279745
0.556671,19,12.295366
-0.682319,22,12.326608
0.995795,25,12.357852
-0.319122,23,12.373473
-2.101163,21,12.404715
0.346374,22,12.435958
-1.09306,23,12.451578
0.629733,25,12.482822
-4.11557,24,12.514065
-0.39785,23,12.545307
-0.626639,24,12.57655
1.17242,28,12.607792
1.264836,24,12.639035
-0.14774,24,12.670278
-1.053296,23,12.685899
-0.612722,23,12.717141
-1.985019,25,12.748384
-1.351786,31,12.793053
-1.748807,20,12.817139
-0.151666,25,12.839805
0.083126,26,12.871047
1.371034,21,12.90229
-0.768811,26,12.933532
0.06362,27,12.976316
0.034013,28,13.033008
0.121993,23,13.061931
0.776467,25,13.094842
0.661779,18,13.117782
-3.265025,23,13.148926
0.18785,21,13.176275
-0.055002,25,13.207906
-0.523079,23,13.236829
0.156122,21,13.262759
0.631677,21,13.290684
-1.344941,26,13.323312
0.072499,27,13.355905
-0.127039,26,13.387271
-0.116374,31,13.425313
0.646452,21,13.449692
0.679873,24,13.536988
0.990255,22,13.562919
-0.329247,25,13.592913
-0.133608,25,13.616283
-2.583926,25,13.654649
-1.119726,24,13.682998
-0.195335,20,13.70764
-1.1591,21,13.732956
-1.583663,28,13.769857
-1.872218,22,13.796785
-2.241906,22,13.823713
-3.563123,27,13.848965
0.247351,26,13.885979
0.450136,24,13.914618
-2.900617,18,13.937241
-0.216111,21,13.963172
-0.183237,25,13.995086
-1.408183,25,14.026004
-1.422814,25,14.056921
1.664711,21,14.089833
-0.786681,27,14.124739
-0.918704,23,14.157652
0.222417,22,14.186574
-2.023162,29,14.222478
-3.189561,29,14.258604
-1.432839,24,14.288941
0.173753,32,14.327836
-3.692202,26,14.358622
-0.796592,22,14.386548
1.206492,29,14.421454
-2.181502,29,14.448567
0.85786,28,14.48888
-0.789486,20,14.512817
-0.715712,25,14.542736
0.012194,24,14.571659
-2.710091,20,14.596593
-1.149748,25,14.630502
0.548733,28,14.663413
-2.560073,25,14.693334
-0.851588,20,14.718267
-2.9839,34,14.75816
-0.108881,25,14.789077
-0.319103,23,14.816005
0.990863,42,14.863135
-1.001973,25,14.894377
-2.770203,32,14.93596
-2.488498,24,14.966883
0.842032,27,14.99979
0.323978,23,15.027714
-0.820608,25,15.057614
-0.613046,32,15.095937
0.461301,20,15.12029
1.024837,24,15.148944
0.915547,29,15.184933
-3.035055,27,15.217844
-0.290282,21,15.242991
-0.171572,17,15.262938
1.194386,23,15.283013
-1.476339,21,15.314256
-2.347329,22,15.329877
-1.870866,19,15.36112
0.094023,22,15.376741
-1.676593,23,15.418303
0.600487,28,15.451629
0.369922,22,15.466342
-2.895939,24,15.497585
1.766741,23,15.532966
0.407278,31,15.570577
0.314424,29,15.606481
-0.247453,25,15.636402
-2.162126,28,15.671589
-0.85486,18,15.692952
0.135554,21,15.718592
0.407008,22,15.732993
-1.469,22,15.764235
-4.098759,24,15.795478
-0.971298,24,15.827191
0.728588,20,15.851174
-3.797299,24,15.8778
-1.703561,22,15.893422
-2.340187,22,15.924665
-1.420988,18,15.954631
0.607417,23,15.982555
-0.648688,21,15.999644
-3.118213,22,16.030887
-1.744466,23,16.046509
0.41272,24,16.093372
-2.901782,21,16.12429
-0.474009,24,16.155799
-3.717508,24,16.184721
-2.566185,22,16.209655
-2.460063,24,16.23896
-1.582505,23,16.265269
-0.052961,28,16.296511
0.016748,22,17.069402
-0.824981,22,17.089052
1.265643,23,17.120295
-0.164447,22,17.135916
-0.213038,29,17.167159
-0.462629,29,17.21624
0.131521,24,17.231861
-0.132823,21,17.263104
-1.72577,23,17.294346
1.200754,21,17.309967
0.201216,23,17.34121
-0.641907,20,17.356832
-2.205665,27,17.388074
0.118851,24,17.419316
-0.485585,28,17.450559
-3.516845,24,17.481802
-2.757108,27,17.513045
0.680045,23,17.551889
0.873874,26,17.582233
-2.489813,28,17.615144
0.202783,22,17.641981
-0.705148,22,17.669306
0.608393,21,17.682305
-0.631544,21,17.713548
0.798716,27,17.74479
0.761237,29,17.776033
0.235984,25,17.807276
-3.630575,20,17.838518
-0.121694,21,17.85414
-0.411513,24,17.885383
-0.159004,25,17.916625
-2.305599,25,17.947867
-0.583313,25,17.979111
-0.775635,25,18.010353
-0.953967,21,18.025975
-0.245068,23,18.057217
-3.783866,23,18.08846
1.336303,21,18.119702
-3.64742,22,18.135323
-0.190459,21,18.17024
-0.455507,22,18.197866
-2.065548,25,18.216227
0.682209,25,18.256568
0.576667,25,18.286718
0.194498,21,18.297719
0.71039,22,18.328961
-0.440513,23,18.360204
-0.171233,24,18.391447
-3.128259,25,18.407068
0.932893,22,18.438311
0.254761,24,18.469553
-1.463028,25,18.500796
-2.102361,22,18.516417
-3.266719,29,18.564849
-0.459069,22,18.591884
-0.153427,24,18.616225
-2.981053,21,18.631847
1.210132,21,18.663089
-3.331086,25,18.694332
0.038138,20,18.709954
-0.485158,20,18.741196
-0.04074,21,18.756817
0.114119,22,18.78806
-1.170474,24,18.819303
-3.337552,24,18.853006
-1.010518,21,18.876942
0.814874,27,18.909536
-2.667014,23,18.925158
-1.820439,24,18.9564
-0.099796,22,18.987643
0.587784,26,19.018885
-1.14438,30,19.050128
0.92547,23,19.08137
0.055544,23,19.096992
1.804172,24,19.128234
-3.115424,25,19.159477
-3.611326,24,19.195866
0.959517,22,19.216219
-0.612455,20,19.231841
1.139758,24,19.263084
0.132863,22,19.294326
1.461654,26,19.325569
1.505034,21,19.34119
-0.634674,22,19.372432
0.444171,21,19.403675
0.716206,27,19.435986
-1.816461,29,19.468898
0.130746,26,19.500189
-2.488708,24,19.516839
0.475052,27,19.560854
-0.016407,23,19.587885
-0.792904,22,19.613815
-0.102236,22,19.631829
0.238276,24,19.663071
0.934777,24,19.694314
-2.132767,27,19.725556
-2.435723,21,19.741177
-1.747071,21,19.77242
-3.637395,28,19.803663
-2.328205,20,19.834905
0.178893,28,19.866148
0.307142,26,19.897391
0.552389,23,19.913012
0.290184,22,19.944254
1.359351,23,19.975497
-3.492866,26,20.00674
0.475472,29,20.037982
0.445804,23,20.072694
-2.483968,26,20.093328
1.245567,31,20.140191
0.018657,23,20.171433
-0.645025,22,20.200831
-0.299532,24,20.216206
-1.669137,25,20.247449
-1.083946,24,20.341177
-0.237623,26,20.372419
0.053489,26,20.403662
-3.827681,26,20.434904
-0.782447,26,20.466147
1.30037,32,20.49739
-0.667925,27,20.535923
-1.339876,23,20.562851
-0.441797,22,20.589172
0.086756,23,20.6162
0.090802,23,20.631823
0.235011,20,20.666186
-2.209559,28,20.700095
-3.397453,24,20.726798
0.117358,23,20.742419
-0.046981,24,20.773662
-1.135611,23,20.804904
-2.844436,24,20.836146
1.133748,27,20.867389
0.074618,24,20.898631
0.08473,24,20.914253
-0.417736,23,20.945496
-3.150653,25,20.976738
-1.98735,29,21.007981
-0.967815,24,21.039223
-0.819801,23,21.070466
1.375598,25,21.101709
0.435513,21,21.117331
0.299051,21,21.148572
-0.130852,23,21.164194
0.255558,20,21.200819
-1.622094,27,21.231812
-0.074622,27,21.265634
0.366717,24,21.292562
-2.205873,29,21.326256
-1.961711,20,21.341877
0.890717,25,21.37312
0.034035,21,21.404362
0.093844,25,21.435605
-0.743642,28,21.466847
-1.481946,27,21.49809
-0.115588,22,21.513711
-1.55809,25,21.557827
1.373477,20,21.58217
-1.539154,22,21.608101
0.193873,26,21.631812
-1.941407,24,21.663055
-0.079196,25,21.694298
-2.932714,26,21.725541
-0.226632,24,21.741162
-1.558134,23,21.772404
0.067614,23,21.803647
0.648709,25,21.834889
0.59044,25,21.867296
-0.838591,29,21.895331
-0.319256,24,21.926574
-1.588846,21,21.942195
0.164562,30,22.725509
-3.749929,23,22.756751
-0.629201,29,22.787993
1.170602,25,22.819236
0.85213,26,22.850479
-0.224754,26,22.881722
1.088814,24,22.912964
1.402397,22,22.928586
-2.688965,22,22.959828
-2.455954,25,22.991071
-2.068345,18,23.006692
0.625204,24,23.037935
0.471186,25,23.069177
-2.349888,20,23.100924
-0.046032,21,23.124904
0.408232,21,23.144587
1.454056,22,23.175829
-0.303591,21,23.201791
-1.487934,22,23.216169
1.058801,22,23.241779
-2.757222,27,23.273025
-2.336192,29,23.319889
-0.081479,28,23.351131
-1.614308,25,23.382374
-2.427828,26,23.397995
-1.408632,34,23.444859
-0.548149,25,23.476101
-0.233029,28,23.507344
1.517651,21,23.540842
0.026375,26,23.571179
0.116199,20,23.595115
0.559088,25,23.616163
0.337778,29,23.647406
-0.412918,26,23.678649
-2.905602,21,23.71262
-0.566912,21,23.727613
0.570995,25,23.758856
-4.004176,27,23.790098
-1.684889,27,23.821341
-2.489768,21,23.852583
0.691325,24,23.883826
-3.168766,23,23.899448
-1.896171,23,23.930691
-0.70246,29,23.961933
-0.110751,23,23.993176
1.13502,24,24.024418
-3.290202,21,24.04004
-2.699816,29,24.086903
0.86758,28,24.118146
-0.486497,22,24.149389
-1.998132,24,24.187817
-1.393286,25,24.216158
-0.466977,26,24.2474
-0.317174,29,24.278643
0.346683,21,24.306532
-3.043167,22,24.332462
0.561229,27,24.361079
-0.522768,19,24.376701
-0.730127,24,24.407943
0.79028,30,24.439187
-2.093101,24,24.470428
0.822515,23,24.501671
-1.439352,24,24.53286
-0.082026,25,24.562779
-0.224686,26,24.594112
-0.135962,21,24.616154
-1.836438,26,24.647397
0.235039,29,24.678639
-0.489107,21,24.694261
0.794352,23,24.725503
-0.018213,27,24.756746
1.199735,27,24.803611
0.769333,25,24.834853
-0.783971,22,24.866096
0.081136,18,24.905457
-0.347663,23,24.94136
-1.819639,27,24.978752
-1.010293,22,25.009995
0.265937,22,25.041238
-0.012028,25,25.072479
-0.978939,28,25.103722
-0.613975,21,25.134965
0.263062,19,25.150586
0.58645,19,25.166207
-2.603714,23,25.207749
-0.000885,26,25.231775
-1.08071,20,25.247396
-0.180518,25,25.278638
-2.938317,27,25.325503
0.045997,23,25.372366
0.193474,27,25.40361
0.006256,28,25.450473
-0.047051,25,25.501192
-1.255909,29,25.547123
-1.911247,23,25.582816
-0.686837,24,25.616153
0.307089,23,25.647396
-0.298833,25,25.69426
0.375059,20,25.725502
0.498332,30,25.772367
-0.315774,27,25.819231
-0.737245,24,25.881716
1.15718,25,25.928579
-0.533442,18,25.944201
-2.472546,30,25.991064
-1.167439,19,26.006685
-0.084728,24,26.037928
-2.012635,24,26.069171
-1.928813,25,26.107545
-1.522167,23,26.138512
-0.771934,23,26.167137
-2.506933,27,26.202769
-0.403575,23,26.216133
0.231851,21,26.247376
1.222033,23,26.278618
0.995557,26,26.309861
0.571227,25,26.341104
-0.063262,20,26.356725
-0.399961,26,26.387967
1.023856,26,26.41921
-0.188144,24,26.450452
0.430369,25,26.481695
-0.446527,24,26.512938
-3.244437,22,26.538818
0.191492,24,26.568738
0.559535,24,26.597776
0.423446,27,26.616137
-0.827745,22,26.647379
0.215774,24,26.678622
-3.000523,21,26.694243
0.648299,24,26.736041
-1.491612,27,26.75966
1.693388,24,26.790902
1.001765,22,26.822145
0.618762,23,26.837766
-0.101854,25,26.869009
-0.820547,25,26.900251
-0.175957,23,26.931494
-0.772098,31,26.962737
0.39214,27,26.993979
-2.145388,29,27.025222
-2.838695,23,27.056464
-0.784939,27,27.087707
0.33925,20,27.118949
1.768998,25,27.150192
-0.062873,24,27.181435
-1.226782,22,27.207725
-0.597417,24,27.231746
-1.323247,19,27.247367
-0.378691,22,27.340446
0.787372,23,27.361481
-3.781076,26,27.392724
-0.07053,28,27.423967
0.028908,28,27.45521
-1.196207,24,27.486452
-0.19645,21,27.502074
0.340747,24,27.544792
-0.165405,29,27.579111
1.185288,22,27.606039
-2.720332,20,27.616122
-0.235001,22,27.647365
0.070248,19,27.678607
1.439018,23,27.694228
0.369302,23,27.725471
-1.623692,26,27.756714
-2.611177,24,27.787957
-0.07353,25,27.83482
-2.417754,23,27.850441
-1.769308,20,27.881684
-1.559096,22,28.662956
-0.611133,30,28.709821
-0.034192,23,28.725442
-0.183455,24,28.756685
-3.434417,24,28.787927
0.337984,23,28.819169
-0.487461,30,28.866038
-0.22062,30,28.897277
-3.445328,32,28.928519
-2.039091,26,28.961694
0.746342,24,28.992937
1.272993,20,29.02418
-0.094068,26,29.055422
-0.081982,24,29.088709
-1.517582,29,29.122863
0.807018,25,29.143832
-0.174346,22,29.175076
0.6075,26,29.209653
-1.34531,27,29.231723
-2.84817,25,29.262965
-1.131396,24,29.294208
0.168744,24,29.32545
-1.214746,25,29.356693
1.076119,31,29.387936
1.665952,29,29.419178
-2.478604,22,29.450421
-4.014776,33,29.481663
-1.512261,20,29.512906
-0.154997,26,29.547761
0.802612,28,29.581089
0.05647,27,29.614001
-1.347868,20,29.63172
0.367792,26,29.662963
0.178117,21,29.678584
-2.679074,20,29.709826
-0.183257,27,29.74365
-0.19042,23,29.774894
-0.03225,22,29.790514
-1.246817,26,29.821757
-0.437141,26,29.852999
-0.196205,22,29.884242
-0.463201,22,29.915486
-1.070203,24,29.931107
-0.036555,22,29.962349
-3.18553,23,29.993592
-0.544205,25,30.024835
1.006848,29,30.056077
-0.078819,26,30.087319
-2.225377,25,30.118562
1.142649,25,30.149805
-1.116746,19,30.181048
0.251572,21,30.206706
0.164341,21,30.231708
-1.943925,26,30.247329
0.823994,22,30.278572
0.649528,26,30.309814
0.823061,27,30.352302
0.68308,18,30.360298
0.099006,26,30.391541
1.49371,26,30.422784
0.215514,23,30.454027
0.27236,27,30.485269
0.990434,25,30.516512
1.057158,25,30.552734
0.081791,21,30.578072
-0.915087,29,30.613976
1.199331,23,30.631706
0.837328,16,30.647327
-3.369298,25,30.67857
0.173387,28,30.709812
-0.240553,22,30.741054
0.354661,27,30.772297
0.039179,29,30.80354
0.430901,24,30.834783
-0.526652,26,30.866025
0.691528,23,30.897268
0.162134,28,30.934625
0.935679,33,30.960581
-0.206695,25,30.991823
-2.073913,27,31.023066
-0.937482,20,31.054309
-1.71847,26,31.085551
-4.070541,22,31.101173
-1.559606,26,31.132415
0.308992,23,31.163658
1.468603,22,31.199697
-2.509101,24,31.216074
0.998023,25,31.247317
-1.917367,28,31.278559
1.127375,26,31.309802
-0.74464,25,31.341044
-0.804486,24,31.372287
-1.701012,18,31.387908
-0.514788,19,31.419151
0.687392,20,31.434772
0.759211,30,31.481636
-2.040945,28,31.512879
-2.254516,27,31.545747
0.353435,20,31.569681
-1.246969,25,31.599709
-2.846021,27,31.63169
-3.07186,23,31.647311
-1.026055,27,31.678554
-2.546584,25,31.709796
0.116847,27,31.741039
-0.57992,25,31.772282
0.835102,24,31.803525
0.622544,26,31.834766
0.011597,28,31.866009
0.233179,22,31.897252
-2.493306,24,31.928495
0.834452,21,31.944116
-0.361934,21,31.975359
0.710079,26,32.006601
-3.649168,30,32.037843
-0.422705,22,32.069087
0.843842,20,32.084707
-0.168799,26,32.11595
1.366352,24,32.154488
0.408495,21,32.186477
0.063387,23,32.213405
0.88485,22,32.231683
-2.26055,25,32.262926
-0.953478,27,32.294168
-0.689596,26,32.325411
1.14997,27,32.356653
-0.573995,24,32.387896
1.063189,25,32.419138
-0.47634,26,32.450382
-0.871515,27,32.481623
0.847995,23,32.497245
-2.54606,28,32.545728
0.506895,28,32.578068
0.333347,32,32.616064
-0.541795,31,32.647306
0.97421,23,32.678549
0.28105,22,32.69417
-1.272708,23,32.725413
1.43922,18,32.741034
0.39043,27,32.787758
-2.748256,22,32.807731
0.669227,24,32.838975
0.527138,24,32.870217
-2.027159,25,32.885838
0.201468,21,32.917081
-1.648814,25,32.948324
0.206533,23,32.979566
0.91355,22,32.995188
0.220886,24,33.02643
-1.758683,35,33.073294
0.224311,23,33.088915
-0.845636,26,33.120157
-1.062275,28,33.1514
0.85301,21,33.191713
-0.426542,23,33.216053
0.694225,20,33.231674
-0.303357,24,33.262917
0.608875,23,33.29416
0.050921,27,33.325402
-2.416379,21,33.341023
-1.626451,22,33.380802
1.168698,26,33.409501
-0.028272,25,33.440744
-0.29904,24,33.456365
-2.013281,21,33.487608
0.506396,22,33.51885
0.344381,36,34.309754
-2.093894,32,34.340996
-0.234268,27,34.372239
0.139829,28,34.403482
0.803948,26,34.434724
0.76581,20,34.46597
-3.228023,20,34.481588
1.505214,25,34.512831
0.018985,26,34.555676
-0.500773,26,34.587711
0.404512,26,34.618628
-2.3843,26,34.641603
-0.497584,22,34.672846
-0.31959,22,34.688467
1.398094,22,34.719709
1.282473,22,34.750952
0.433397,20,34.766573
-0.66975,26,34.860301
0.647012,24,34.891544
-1.569542,23,34.907165
0.377853,21,34.938408
-1.337008,32,34.96965
0.503903,23,35.000893
0.554204,21,35.032135
0.690815,25,35.063379
-0.947975,27,35.094621
-0.49481,23,35.110242
0.198081,19,35.141485
1.390753,23,35.172727
-1.520176,24,35.202645
-0.758375,27,35.233805
-2.209847,22,35.254806
-3.145112,26,35.28605
-0.186692,31,35.317292
0.830223,21,35.348534
0.770902,26,35.379777
0.657768,25,35.41102
0.35607,25,35.426641
-1.407235,22,35.457884
-0.245415,25,35.489126
-1.973096,24,35.520369
1.144337,24,35.554664
-0.805361,25,35.584015
-0.844206,23,35.610943
0.224609,29,35.631646
-1.782869,23,35.662888
1.631854,23,35.694131
-3.450429,23,35.725374
-3.180306,33,35.756616
-1.456466,37,35.80348
1.516341,28,35.842178
-2.487132,24,35.869285
-0.322197,23,35.900528
-3.332007,23,35.916149
0.953722,27,35.947392
0.290096,28,35.978634
0.05729,25,36.009876
0.481576,22,36.041119
-0.895713,22,36.072362
-0.389065,28,36.103605
-1.526338,23,36.134847
0.600737,23,36.16609
-0.314792,26,36.202637
0.823414,25,36.231639
-0.023346,38,36.262882
-0.721441,29,36.309746
-0.066262,27,36.340988
1.763625,29,36.372231
0.019553,25,36.403474
-1.334837,27,36.437871
-2.593633,22,36.459884
-3.266273,26,36.494578
0.479933,22,36.511244
0.433349,26,36.551666
-0.284821,22,36.578004
0.248998,26,36.608921
0.838301,22,36.631635
1.567883,25,36.662878
-0.187982,24,36.678499
-1.231396,21,36.709741
-1.020398,30,36.740984
-0.323546,30,36.787848
1.286922,21,36.803469
-0.171791,26,36.834712
-0.375573,23,36.865955
0.860098,29,36.897197
0.633918,30,36.928439
0.494866,25,36.959682
-1.267989,29,36.990925
0.357616,26,37.022167
-0.907725,25,37.065883
-0.058675,23,37.088853
-0.328191,25,37.120096
