x1,y1
0.0,0.0
0.54782706,0.841538
2.9215312,0.564381
10.158756,0.88820213
11.066461,3.5658247
12.088123,3.9119089
8.337312,7.339264
11.265242,10.919375
13.348246,12.21325
10.721136,13.171532
9.197536,13.193556
10.660563,12.760331
7.2081757,12.110624
1.5974209,11.357824
