x1,y1
30.0,0.0
18.794268,1.3630495
21.442207,3.6939018
21.65842,7.593816
28.02185,6.18465
25.937813,7.5767727
28.983946,10.678165
29.177967,10.182863
28.477375,13.770751
29.911806,13.964592
25.787445,13.80452
