x1,y1
0.0,30.0
4.100543,25.67197
3.3727465,25.873674
1.1758704,17.692022
2.1279078,16.644533
4.5710464,17.63314
5.972446,22.102003
10.237879,26.048155
12.518443,25.153584
14.024283,25.432152
