x1,y1
30.0,0.0
17.52336,1.3211699
21.12731,3.7616613
21.792568,4.9624047
27.852852,6.08976
25.89021,8.26564
28.655449,10.694641
28.870735,10.669766
28.598213,10.988461
29.751617,13.315629
25.839779,14.412291
