x1,y1
30.0,0.0
18.313465,2.071359
21.437773,3.869906
22.711525,4.8722405
28.081985,6.12346
25.88928,8.516829
28.961023,10.711566
28.91928,10.694803
28.581957,12.278991
29.95974,13.1145525
25.568562,14.703512
