x1,y1
0.0,30.0
4.126846,25.594282
3.5596054,25.905941
0.8080217,19.353926
2.11179,16.55956
4.778143,17.648071
6.8666,20.914371
10.60647,26.524733
12.59865,25.54003
14.052319,25.585138
