x1,y1
0.0,0.0
2.5955398,16.291784
1.4463248,17.578796
4.9424887,17.873405
6.495218,20.790236
4.2461762,24.324245
3.2958853,25.119295
10.503886,26.239021
13.078008,25.660902
14.326133,25.580633
