x1,y1
0.0,0.0
0.60865986,0.3719386
3.0469942,0.20790707
10.27879,0.88095003
11.242087,2.6201577
12.118428,3.1165411
8.32351,7.7755756
11.462605,10.613468
13.566346,11.689516
10.659886,13.159822
9.102079,13.038081
10.752064,12.703799
7.149249,12.449858
1.5874113,11.806662
